Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"MUSTARD SPINACH,(TENDERGREEN),RAW",vegetarian,Leafy Vegetables,0.3,3.9,2.2,27.1
"MUSTARD SPINACH,(TENDERGREEN),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,2.8,1.7,19.8
"NEW ZEALAND SPINACH,RAW",vegetarian,Leafy Vegetables,0.2,2.5,1.5,17.8
"NEW ZEALAND SPINACH,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.17,2.2,1.3,15.53
"OKRA,RAW",vegetarian,Other vegetables,0.1,7.63,2,39.42
"OKRA,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,7.21,1.87,37.85
"OKRA,FROZEN,UNPREPARED",vegetarian,Other vegetables,0.25,6.64,1.69,35.57
"OKRAFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.3,5.75,2.08,34.02
"ONIONS,RAW",vegetarian,Other vegetables,0.16,8.63,1.16,40.6
"ONIONS,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.09,4.01,0.85,20.25
"ONIONSFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.1,6.81,0.79,31.3
"ONIONSFROZEN,CHOPD,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.1,6.6,0.77,30.38
"ONIONSFROZEN,WHL,UNPREP",vegetarian,Other vegetables,0.06,8.44,0.89,37.86
"ONIONSFROZEN,WHL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.05,6.7,0.71,30.09
"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",vegetarian,Other vegetables,0.19,7.34,1.83,38.39
"ONIONS,WELSH,RAW",vegetarian,Other vegetables,0.4,6.5,1.9,37.2
"PARSLEY,RAW",vegetarian,Leafy Vegetables,0.79,6.33,2.97,44.31
"PEAS,EDIBLE-PODDED,RAW",vegetarian,Other vegetables,0.2,7.56,2.8,43.24
"PEAS,EDIBLE-PODDED,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.23,7.05,3.27,43.35
"PEAS,EDIBLE-PODDEDFROZEN,UNPREP",vegetarian,Other vegetables,0.3,7.2,2.8,42.7
"PEAS&CARROTS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.27,8.48,2.17,45.03
"PEAS&ONIONS,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.38,8.57,3.28,50.82
"PEAS&ONIONSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,8.63,2.54,46.48
"PEPPERS,HOT CHILI,GRN,CANNED,PODS,EXCLUDING SEEDS,SOL&LIQUIDS",vegetarian,Other vegetables,0.1,5.1,0.9,24.9
"PEPPERS,SWEET,GREEN,RAW",vegetarian,Other vegetables,0.19,6.43,0.89,30.99
"PEPPERS,SWT,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,6.7,0.92,32.28
"PEPPERS,SWT,GRN,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,3.9,0.8,21.5
"PEPPERS,SWT,GRNFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.21,4.45,1.08,24.01
"PEPPERS,SWT,GRNFROZEN,CHOPD,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.18,3.9,0.95,21.02
"POKEBY SHOOTS,(POKE),RAW",vegetarian,Other vegetables,0.4,3.7,2.6,28.8
"POKEBY SHOOTS,(POKE),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.4,3.1,2.3,25.2
"PUMPKIN FLOWERS,RAW",vegetarian,Other vegetables,0.07,3.28,1.03,17.87
"PUMPKIN FLOWERS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.08,3.3,1.09,18.28
"PUMPKIN LEAVES,RAW",vegetarian,Other vegetables,0.4,2.33,3.15,25.52
"PUMPKIN LEAVES,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,3.39,2.72,26.42
"PUMPKIN,RAW",vegetarian,Other vegetables,0.1,6.5,1,30.9
"PUMPKIN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.07,4.89,0.72,23.07
"PUMPKIN,CANNED,WO/SALT",vegetarian,Other vegetables,0.28,8.08,1.1,39.24
"PURSLANE,RAW",vegetarian,Other vegetables,0.1,3.43,1.3,19.82
"PURSLANE,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.19,3.55,1.49,21.87
"RADISHES,RAW",vegetarian,Other vegetables,0.54,3.59,0.6,21.62
"RADISHES,ORIENTAL,RAW",vegetarian,Other vegetables,0.1,4.11,0.6,19.74
"RADISHES,ORIENTAL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,3.43,0.67,18.56
"RUTABAGAS,RAW",vegetarian,Other vegetables,0.2,8.13,1.2,39.12
"RUTABAGAS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,8.74,1.29,42.1
"SAUERKRAUT,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.14,4.28,0.91,22.02
"SEAWEED,AGAR,RAW",vegetarian,Other vegetables,0.03,6.75,0.54,29.43
"SEAWEED,LAVER,RAW",vegetarian,Other vegetables,0.28,5.11,5.81,46.2
"SESBANIA FLOWER,RAW",vegetarian,Other vegetables,0.04,6.73,1.28,32.4
"SESBANIA FLOWER,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.05,5.23,1.14,25.93
"SPINACH,RAW",vegetarian,Leafy Vegetables,0.35,3.5,2.86,28.59
"SPINACH,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.26,3.75,2.97,29.22
"SPINACH,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.37,2.92,2.11,23.45
"SPINACH,CANNED,DRND SOL",vegetarian,Leafy Vegetables,0.5,3.4,2.81,29.34
"SPINACHFROZEN,CHOPD OR LEAF,UNPREP",vegetarian,Leafy Vegetables,0.31,4,2.92,30.47
"SPINACHFROZEN,CHOPD OR LEAF,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.21,5.34,3.14,35.81
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",vegetarian,Other vegetables,0.24,4.04,0.94,22.08
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.31,4.31,0.91,23.67
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CANNED,DRND,SOLID,WO/SALT",vegetarian,Other vegetables,0.07,2.96,0.61,14.91
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECKFROZEN,UNPREP",vegetarian,Other vegetables,0.14,4.8,0.83,23.78
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECKFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,5.54,1.28,29.08
"SQUASH,SUMMER,SCALLOP,RAW",vegetarian,Other vegetables,0.2,3.84,1.2,21.96
"SQUASH,SMMR,SCALLOP,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,3.3,1.03,18.85
"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",vegetarian,Other vegetables,0.14,2.9,1.16,17.5
"SQUASH,SMMR,ZUCCHINI,INCL SKN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.05,3.93,0.64,18.73
"SQUASH,SMMR,ZUCCHINI,INCL SKNFROZEN,UNPREP",vegetarian,Other vegetables,0.13,3.59,1.16,20.17
"SQUASH,SMMR,ZUCCHINI,INCL SKNFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.13,3.56,1.15,20.01
"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CANNED",vegetarian,Other vegetables,0.11,6.85,1.03,32.51
"SQUASH,WNTR,ACORN,COOKED,BLD,MSHD,WO/SALT",vegetarian,Other vegetables,0.08,8.78,0.67,38.52
"SQUASH,WINTER,HUBBARD,RAW",vegetarian,Other vegetables,0.5,8.7,2,47.3
"SQUASH,WNTR,HUBBARD,COOKED,BLD,MSHD,WO/SALT",vegetarian,Other vegetables,0.37,6.45,1.48,35.05
"SQUASH,WNTR,SPAGHETTI,RAW",vegetarian,Other vegetables,0.57,6.91,0.64,35.33
"SQUASH,WNTR,SPAGHETTI,COOKED,BLD,DRND,OR BKD,WO/SALT",vegetarian,Other vegetables,0.26,6.46,0.66,30.82
"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",vegetarian,Other vegetables,0.2,3.14,2.6,24.76
"SWAMP CABBAGE,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,3.71,2.08,25.32
"SWEETPOTATO LEAVES,RAW",vegetarian,Other vegetables,0.3,6.38,4,44.22
"SWEETPOTATO LEAVES,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.3,7.32,2.32,41.26
"TARO LEAVES,RAW",vegetarian,Other vegetables,0.74,6.71,4.98,53.42
"TARO LEAVES,COOKED,STMD,WO/SALT",vegetarian,Other vegetables,0.41,4.02,2.72,30.65
"TARO SHOOTS,RAW",vegetarian,Other vegetables,0.09,2.32,0.92,13.77
"TARO SHOOTS,COOKED,WO/SALT",vegetarian,Other vegetables,0.08,3.2,0.73,16.44
"TARO,TAHITIAN,RAW",vegetarian,Other vegetables,0.97,6.91,2.79,47.53
"TARO,TAHITIAN,COOKED,WO/SALT",vegetarian,Other vegetables,0.68,6.85,4.16,50.16
"TOMATOES,GREEN,RAW",vegetarian,fruits,0.2,5.1,1.2,27
"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",vegetarian,fruits,0.33,4.64,0.85,24.93
"TOMATOES,RED,RIPE,COOKED,BLD,WO/SALT",vegetarian,fruits,0.41,5.83,1.07,31.29
"TOMATOES,RED,RIPE,CANNED,WHL,REG PK",vegetarian,fruits,0.13,4.37,0.92,22.33
"TOMATOES,RED,RIPE,CANNED,STEWED",vegetarian,fruits,0.13,6.78,0.95,32.09
"TOMATOES,RED,RIPE,CANNED,WEDGES IN TOMATO JUC",vegetarian,fruits,0.16,6.31,0.79,29.84
"TOMATOES,RED,RIPE,CANNED,W/GRN CHILIES",vegetarian,fruits,0.08,3.62,0.69,17.96
"TOMATO JUC,CANNED,W/SALT",vegetarian,fruits,0.06,4.23,0.76,20.5
"TOMATO PRODUCTS,CANNED,SAU",vegetarian,fruits,0.17,7.18,1.33,35.57
"TOMATO PRODUCTS,CANNED,SAU,W/MUSHROOMS",vegetarian,fruits,0.13,8.43,1.45,40.69
"TOMATO PRODUCTS,CANNED,SAU,W/ONIONS,GRN PEPPERS,&CELERY",vegetarian,fruits,0.74,8.76,0.94,45.46
"TOMATO PRODUCTS,CANNED,SAU,W/TOMATO TIDBITS",vegetarian,Other vegetables,0.39,7.09,1.32,37.15
"TURNIPS,RAW",vegetarian,Other vegetables,0.1,6.23,0.9,29.42
"TURNIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.08,4.9,0.71,23.16
"TURNIPS,FROZEN,UNPREPARED",vegetarian,Other vegetables,0.16,2.94,1.04,17.36
"TURNIPSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.24,4.35,1.53,25.68
"TURNIP GREENS,RAW",vegetarian,Leafy Vegetables,0.3,5.73,1.5,31.62
"TURNIP GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.23,4.36,1.14,24.07
"TURNIP GRNS,CANNED,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.3,2.42,1.36,17.82
"TURNIP GRNSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.31,3.67,2.47,27.35
"TURNIP GRNSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.42,4.98,3.35,37.1
"TURNIP GRNS&TURNIPSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.19,3.4,2.46,25.15
"TURNIP GRNS&TURNIPSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.16,2.88,2.08,21.28
"VEGETABLE JUC COCKTAIL,CANNED",vegetarian,Other vegetables,0.09,4.55,0.63,21.53
"VEGETABLES,MXD,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.25,7.12,1.42,36.41
"VINESPINACH,(BASELLA),RAW",vegetarian,Other vegetables,0.3,3.4,1.8,23.5
"WATERCRESS,RAW",vegetarian,Other vegetables,0.1,1.29,2.3,15.26
"WAXGOURD,(CHINESE PRESERVING MELON),RAW",vegetarian,Other vegetables,0.2,3,0.4,15.4
"WAXGOURD,(CHINESE PRESERVING MELON),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,3.03,0.4,15.52
"WINGED BNS,IMMAT SEEDS,RAW",vegetarian,Other vegetables,0.87,4.31,6.95,52.87
"WINGED BNS,IMMAT SEEDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.66,3.21,5.31,40.02
"YAMBEAN (JICAMA),RAW",vegetarian,Other vegetables,0.09,8.82,0.72,38.97
"YAMBEAN (JICAMA),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.09,8.82,0.72,38.97
"BORAGE,RAW",vegetarian,Other vegetables,0.7,3.06,1.8,25.74
"BORAGE,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.81,3.55,2.09,29.85
"DOCK,RAW",vegetarian,Other vegetables,0.7,3.2,2,27.1
"DOCK,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.64,2.93,1.83,24.8
"HORSERADISH-TREE,PODS,RAW",vegetarian,Other vegetables,0.2,8.53,2.1,44.32
"HORSERADISH-TREE,PODS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.19,8.18,2.09,42.79
"KALE,SCOTCH,RAW",vegetarian,Leafy Vegetables,0.6,8.32,2.8,49.88
"KALE,SCOTCH,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.41,5.63,1.9,33.81
"BEANS,MUNG,MATURE SEEDS,SPROUTED,CANNED,DRND SOL",vegetarian,Pulses and Legumes,0.06,2.15,1.4,14.74
"PEPPERS,JALAPENO,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.94,4.72,0.92,31.02
"RADISHES,WHITE ICICLE,RAW",vegetarian,Other vegetables,0.1,2.63,1.1,15.82
"SQUASH,SMMR,ALL VAR,RAW",vegetarian,Other vegetables,0.21,4.35,1.18,24.01
"SQUASH,SMMR,ALL VAR,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.31,4.31,0.91,23.67
"SQUASH,WNTR,ALL VAR,RAW",vegetarian,Other vegetables,0.23,8.8,1.45,43.07
"SQUASH,WNTR,ALL VAR,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.63,8.75,0.89,44.23
"TOMATO PRODUCTS,CANNED,SAU,SPANISH STYLE",vegetarian,fruits,0.27,7.24,1.44,37.15
"BEANS,PINTO,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.32,4.1,1.86,26.72
"SEAWEED,SPIRULINA,RAW",vegetarian,Other vegetables,0.39,2.42,5.92,36.87
"RADISH SEEDS,SPROUTED,RAW",vegetarian,Other vegetables,2.53,3.6,3.81,52.41
"TOMATOES,CRUSHED,CANNED",vegetarian,fruits,0.28,7.29,1.64,38.24
"TOMATOES,ORANGE,RAW",vegetarian,fruits,0.19,3.18,1.16,19.07
"TOMATOES,YELLOW,RAW",vegetarian,fruits,0.26,2.98,0.98,18.18
"CHRYSANTHEMUM LEAVES,RAW",vegetarian,Leafy Vegetables,0.56,3.01,3.36,30.52
"AMARANTH LEAVES,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.18,4.11,2.11,26.5
"ASPARAGUS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.31,4.23,2.59,30.07
"ASPARAGUS,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Other vegetables,0.18,2.47,1.8,18.7
"ASPARAGUSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.42,4.87,2.95,35.06
"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,6.78,3.6,43.32
"BALSAM-PEAR (BITTER GOURD),PODS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.18,4.32,0.84,22.26
"BAMBOO SHOOTS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.22,1.92,1.53,15.78
"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.58,4.72,4.83,43.42
"MUNG BNS,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.09,4.19,2.03,25.69
"BEANS,PINTO,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.32,4.1,1.86,26.72
"BEANS,SNAP,YELLOW,RAW",vegetarian,Pulses and Legumes,0.12,7.14,1.82,36.92
"BEANS,SNAP,GRN,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.28,7.89,1.89,41.64
"BEANS,SNAP,YEL,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.28,7.89,1.89,41.64
"BEANS,SNAP,YEL,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.28,7.89,1.89,41.64
"BEANS,SNAP,GRN,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.1,3.5,0.8,18.1
"BEANS,SNAP,YEL,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.1,3.5,0.8,18.1
"BEANS,SNAP,YEL,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.1,3.5,0.8,18.1
"BEANS,SNAP,GRN,CANNED,NO SALT,DRND SOL",vegetarian,Pulses and Legumes,0.1,4.5,1.15,23.5
"BEANS,SNAP,YELFROZEN,ALL STYLES,UNPREP",vegetarian,Pulses and Legumes,0.21,7.57,1.8,39.37
"BEANS,SNAP,GRNFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.17,6.45,1.49,33.29
"BEANS,SNAP,YELFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.17,6.45,1.49,33.29
"BEANS,SNAP,YELFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.17,6.45,1.49,33.29
"BEETS,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Other vegetables,0.07,6.58,0.8,30.15
"BEET GRNS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,5.46,2.57,33.92
"BORAGE,COOKED,BLD,DRND,W/SALT",vegetarian,Condiments and Spices,0.81,3.55,2.09,29.85
"BROCCOLI,LEAVES,RAW",vegetarian,Leafy Vegetables,0.35,5.24,2.98,36.03
"BROCCOLI,FLOWER CLUSTERS,RAW",vegetarian,Other vegetables,0.35,5.24,2.98,36.03
"BROCCOLI,STALKS,RAW",vegetarian,Other vegetables,0.35,5.24,2.98,36.03
"BROCCOLI,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.35,5.06,2.98,35.31
"BROCCOLIFROZEN,CHOPD,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.12,5.35,3.1,34.88
"BROCCOLIFROZEN,SPEARS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.11,5.35,3.1,34.79
"BRUSSELS SPROUTS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.51,8.67,2.55,49.47
"BRUSSELS SPROUTSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.39,8.32,3.64,51.35
"BUTTERBUR,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.02,2.16,0.23,9.74
"CABBAGE,COMMERCIALON,FRESHLY HARVEST,RAW",vegetarian,Leafy Vegetables,0.18,5.37,1.21,27.94
"CABBAGE,COMMERCIALON (DANISH,DOMESTICATEDESTIC,&POINTED TYPES),STORED,RAW",vegetarian,Leafy Vegetables,0.18,5.37,1.21,27.94
"CABBAGE,COMMERCIALON,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.43,4.46,1.02,25.79
"CABBAGE,RED,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.2,4.64,1.05,24.56
"CABBAGE,SAVOY,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.09,5.41,1.8,29.65
"CABBAGE,CHINESE (PAK-CHOI),COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.16,1.78,1.56,14.8
"CABBAGE,CHINESE (PE-TSAI),COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.17,2.41,1.5,17.17
"CARDOON,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.11,5.33,0.76,25.35
"CARROTS,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.14,5.37,0.59,25.1
"CARROTS,CANNED,NO SALT ,DRND SOL",vegetarian,Leafy Vegetables,0.19,5.54,0.64,26.43
"CARROTSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.11,8.25,1.19,38.75
"CAULIFLOWER,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.45,4.11,1.84,27.85
"CAULIFLOWERFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.22,3.75,1.61,23.42
"CELERIAC,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.19,5.9,0.96,29.15
"CELERY,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.16,4.01,0.83,20.8
"CHARD,SWISS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.08,4.14,1.88,24.8
"CHAYOTE,FRUIT,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.48,5.09,0.62,27.16
"CHRYSANTHEMUM,GARLAND,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.09,4.31,1.64,24.61
"COLLARDS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.36,4.9,2.11,31.28
"COLLARDSFROZEN,CHOPD,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.41,7.11,2.97,44.01
"COWPEAS,YOUNG PODS W/SEEDS,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.3,7,2.6,41.1
"COWPEAS,LEAFY TIPS,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.1,2.8,4.67,30.78
"CRESS,GARDEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.6,3.8,1.9,28.2
"DANDELION GRNS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.6,6.4,2,39
"EGGPLANT,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.23,6.64,0.83,31.95
"GOURD,WHITE-FLOWERED (CALABASH),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.02,3.69,0.6,17.34
"HORSERADISH-TREE,PODS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.19,8.18,2.09,42.79
"JUTE,POTHERB,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.2,7.3,3.68,45.72
"KALE,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.4,5.63,1.9,33.72
"KALEFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.49,5.24,2.84,36.73
"KALE,SCOTCH,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.41,5.63,1.9,33.81
"KOHLRABI,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.11,6.69,1.8,34.95
"LAMBS QUARTERS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.7,5,3.2,39.1
"LEEKS,(BULB&LOWER LEAF-PORTION),COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.2,7.62,0.81,35.52
"MUSHROOMS,COOKED,BLD,DRND,W/SALT",vegetarian,Miscellaneous,0.47,5.14,2.17,33.47
"MUSTARD GRNS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.24,2.1,2.26,19.6
"MUSTARD GRNSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.25,3.12,2.27,23.81
"MUSTARD SPINACH,(TENDERGREEN),COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.2,2.8,1.7,19.8
"NEW ZEALAND SPINACH,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.17,2.2,1.3,15.53
"OKRA,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.17,7.21,1.87,37.85
"OKRAFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.3,5.75,2.08,34.02
"ONIONSFROZEN,CHOPD,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.1,6.6,0.77,30.38
"ONIONSFROZEN,WHL,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.05,6.7,0.71,30.09
"PEAS,EDIBLE-PODDED,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.23,7.05,3.27,43.35
"PEAS&CARROTS,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Other vegetables,0.27,8.48,2.17,45.03
"PEAS&ONIONSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,8.63,2.54,46.48
"PEPPERS,HOT CHILI,RED,CANNED,EXCLUDING SEEDS,SOL&LIQUIDS",vegetarian,Other vegetables,0.1,5.1,0.9,24.9
"PEPPERS,SWEET,RED,RAW",vegetarian,Other vegetables,0.19,6.43,0.89,30.99
"PEPPERS,SWT,GRN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,6.7,0.92,32.28
"PEPPERS,SWT,RED,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,6.7,0.92,32.28
"PEPPERS,SWT,RED,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.2,6.7,0.92,32.28
"PEPPERS,SWT,GRNFROZEN,CHOPD,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.18,3.9,0.95,21.02
"POKEBY SHOOTS,(POKE),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.4,3.1,2.3,25.2
"PUMPKIN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.07,4.89,0.72,23.07
"PUMPKIN,CANNED,WITH SALT",vegetarian,Other vegetables,0.28,8.08,1.1,39.24
"PUMPKIN,FLOWERS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.08,3.3,1.09,18.28
"PUMPKIN,LEAVES,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.22,3.39,2.72,26.42
"PURSLANE,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.19,3.55,1.49,21.87
