Name,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CARL BUDDIG,SMOKED SLICED BF",Non-vegetarian,Meat products,6.5,0.6,19.3,138.1
"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",Non-vegetarian,Meat products,9.1,1.8,17.5,159.1
"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",Non-vegetarian,Meat products,6.5,1,19.6,140.9
"CARL BUDDIG,SMOKED SLICED HAM",Non-vegetarian,Meat products,9.3,1.1,18.5,162.1
"HORMEL SPAM,LUNCHEON MEAT,PORK W/HAM,MINCED,CANNED",Non-vegetarian,Meat products,27.87,1.46,13.08,308.99
"HORMEL SPAM,LITE LUNCHEON MEAT,PORK&CHICK,MINCED,CANNED,VIT C",Non-vegetarian,Meat products,13.9,1.35,15.23,191.42
HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,Non-vegetarian,Meat products,11.52,3.78,30.99,242.76
HORMEL WRANGLER BF FRANKS,Non-vegetarian,Meat products,25.69,2.13,12.58,290.05
"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIESFROZEN,COOKED",Non-vegetarian,Meat products,20.26,0,19.76,261.38
"USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIESFROZEN,RAW",Non-vegetarian,Meat products,18.56,0,14.95,226.84
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S ALL-BRAN",vegetarian,Cereals,3.1,75.9,12.2,380.3
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S APPL JACKS",vegetarian,Cereals,1.3,89.48,4.8,388.82
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",vegetarian,Cereals,2.4,79.9,9.4,378.8
"CEREALS READY TO EAT,BRAN CHEX,(WHEAT BRAN,CORN)",vegetarian,Cereals,2.8,79.7,10.3,385.2
"CEREALS READY TO EAT,QUAKER,CAP'N CRUNCH",vegetarian,Cereals,5.06,85.35,5,406.94
"CEREALS READY TO EAT,QUAKER,CAP'N CRUNCH'S CRUNCHBIES",vegetarian,Cereals,4.91,85.63,4.83,406.03
"CEREALS READY TO EAT,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",vegetarian,Cereals,8.59,79.68,7.22,424.91
"CEREALS READY TO EAT,GENERAL MILLS,CHEERIOS",vegetarian,Cereals,5.9,76.2,10.48,399.82
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S COCOA KRISPIES",vegetarian,Cereals,2.6,87.9,5,395
"CEREALS READY TO EAT,COOKIE-CRISP,CHOC CHIP&VANILLA",vegetarian,Cereals,3.6,87.5,5.1,402.8
"CEREALS READY TO EAT,QUAKER,QUAKER CRUNCHY BRAN",vegetarian,Cereals,3.3,84.18,6.9,394.02
"CEREALS READY TO EAT,GENERAL MILLS,CORN CHEX",vegetarian,Cereals,1.22,85.37,7.26,381.5
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S CORN FLAKES",vegetarian,Cereals,0.71,86.49,6.56,378.59
"CEREALS READY TO EAT,CORN FLAKES,RALSTON PURINA,(CORN)",vegetarian,Cereals,0.4,86.6,7.8,381.2
"CEREALS READY TO EAT,CORN FLAKES,LO NA,(CORN)",vegetarian,Cereals,0.3,88.8,7.7,388.7
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",vegetarian,Cereals,12.67,72.9,8.39,439.19
"CEREALS READY TO EAT,CRISP RICE,LO NA,(RICE)",vegetarian,Cereals,0.3,91,5.5,388.7
"CEREALS READY TO EAT,CRISPY RICE,(RICE)",vegetarian,Cereals,0.4,88.6,6.4,383.6
"CEREALS READY TO EAT,GENERAL MILLS,CRISPY WHEATIES 'N RAISINS",vegetarian,Cereals,1.38,80.6,8.12,367.3
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S COMPLETE WHEAT BRAN FLAKES",vegetarian,Cereals,2.2,79.86,10.4,380.84
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S FROOT LOOPS",vegetarian,Cereals,2.9,88.2,4.9,398.5
"CEREALS READY TO EAT,KELLOGG'S FRSTD MINI-WHEATS,REG",vegetarian,Cereals,1.6,82.5,9.4,382
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S FRSTD KRISPIES",vegetarian,Cereals,0.7,90.4,4.6,386.3
"CEREALS READY TO EAT,FRSTD RICE KRINKLES,(RICE)",vegetarian,Cereals,0.2,91.1,4.8,385.4
"CEREALS READY TO EAT,GENERAL MILLS,GOLDEN GRAHAMS",vegetarian,Cereals,3.6,85.63,5.32,396.2
"CEREALS READY TO EAT,GRANOLA,HOMEMADE,(OATS,WHEAT GERM)",vegetarian,Cereals,24.6,53,14.7,492.2
"CEREALS READY TO EAT,HEARTLAND NAT CRL,PLN,(OATS,WHEAT GERM)",vegetarian,Cereals,15.4,68.3,10.1,452.2
"CEREALS READY TO EAT,HEARTLAND NAT CRL,W/COCNT,(OATS,WHEAT GERM)",vegetarian,Cereals,16.3,67.9,10.4,459.9
"CEREALS READY TO EAT,HEARTLAND NAT CRL,W/RAISINS,(OATS,WHEAT GERM)",vegetarian,Cereals,14.2,69,9.7,442.6
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S NUT&HONEY CRUNCH",vegetarian,Cereals,4.5,83.6,7.3,404.1
"CEREALS READY TO EAT,HONEYBRAN,(WHEAT)",vegetarian,Cereals,2.1,81.8,8.8,381.3
"CEREALS READY TO EAT,GENERAL MILLS,HONEY NUT CHEERIOS",vegetarian,Cereals,4.13,80.87,9.26,397.69
"CEREALS READY TO EAT,QUAKER,KING VITAMAN",vegetarian,Cereals,3.51,84.14,7.27,397.23
"CEREALS READY TO EAT,GENERAL MILLS,KIX",vegetarian,Cereals,2.07,86.38,6.52,390.23
"CEREALS READY TO EAT,QUAKER,QUAKER OAT LIFE,PLN",vegetarian,Cereals,3.99,78.7,9.83,390.03
"CEREALS READY TO EAT,GENERAL MILLS,LUCKY CHARMS",vegetarian,Cereals,3.61,83.9,7.18,396.81
"CEREALS READY TO EAT,GENERAL MILLS,NATURE VALLEY TSTD OATS GRANOLA",vegetarian,Cereals,17.62,65.88,10.55,464.3
"CEREALS READY TO EAT,QUAKER,QUAKER 100% NAT CRL W/OATS&HONEY",vegetarian,Cereals,16.45,68.64,10.53,464.73
"CEREALS READY TO EAT,GENERAL MILLS,HONEY NUT CHEX",vegetarian,Cereals,2.25,87.91,5.29,393.05
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S PRODUCT 19",vegetarian,Cereals,1.3,83.2,8.9,380.1
"CEREALS READY TO EAT,QUAKER,SWT CRUNCH/QUISP",vegetarian,Cereals,5.51,85.08,4.99,409.87
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S RAISIN BRAN",vegetarian,Cereals,2.4,77.2,9.2,367.2
"CEREALS READY TO EAT,RAISIN BRAN,RALSTON PURINA,(WHEAT)",vegetarian,Cereals,0.5,83,7.8,367.7
"CEREALS READY TO EAT,GENERAL MILLS,RICE CHEX",vegetarian,Cereals,0.53,87.67,6.2,380.25
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S RICE KRISPIES",vegetarian,Cereals,1.1,86.5,6.3,381.1
"CEREALS READY TO EAT,QUAKER,QUAKER PUFFED RICE",vegetarian,Cereals,0.9,87.77,7,387.18
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S SPL K",vegetarian,Cereals,0.9,72.4,20.5,379.7
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S CORN POPS",vegetarian,Cereals,0.58,91.7,3.7,386.82
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S FRSTD FLAKES",vegetarian,Cereals,0.5,91.2,3.9,384.9
"CEREALS READY TO EAT,SUGAR FRSTD FLAKES,RALSTON PURINA,(CORN)",vegetarian,Cereals,1.4,90.1,5.3,394.2
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S SMACKS",vegetarian,Cereals,2,87.6,6.5,394.4
"CEREALS READY TO EAT,SUGAR SPARKLED FLAKES,(CORN)",vegetarian,Cereals,0.2,91.1,5.2,387
"CEREALS READY TO EAT,TASTEEOS,(OAT W/OTHER GRAINS)",vegetarian,Cereals,2.8,79.1,12.8,392.8
"CEREALS READY TO EAT,GENERAL MILLS,TOTAL",vegetarian,Cereals,2.32,79.6,9.96,379.12
"CEREALS READY TO EAT,GENERAL MILLS,TRIX",vegetarian,Cereals,5.69,86.8,3.18,411.13
"CEREALS READY TO EAT,WAFFELOS,(WHEAT W/OTHER GRAINS)",vegetarian,Cereals,4.2,86.3,5.6,405.4
"CEREALS READY TO EAT,GENERAL MILLS,WHEAT CHEX",vegetarian,Cereals,2.25,80.69,10.53,385.13
"CEREALS READY TO EAT,MALT-O-MEAL,CORN BURSTS",vegetarian,Cereals,0.45,92.47,3.37,387.41
"CEREALS READY TO EAT,WHEAT GERM,TSTD,PLN,(WHEAT GERM)",vegetarian,Cereals,10.7,49.6,29.1,411.1
"CEREALS READY TO EAT,QUAKER,KRETSCHMER HONEY CRUNCH WHEAT GERM",vegetarian,Cereals,7.78,58.11,26.55,408.66
"CEREALS READY TO EAT,GENERAL MILLS,FRENCH TOAST CRUNCH",vegetarian,Cereals,4.08,87.41,3.5,400.36
"CEREALS READY TO EAT,GENERAL MILLS,MULTI-GRAIN CHEERIOS PLUS",vegetarian,Cereals,3.8,81.45,8.48,393.92
"CEREALS READY TO EAT,GENERAL MILLS,TEAM CHEERIOS",vegetarian,Cereals,3.77,83.56,7.17,396.85
"CEREALS READY TO EAT,GENERAL MILLS,WHEATIES",vegetarian,Cereals,3.09,79.3,10.8,388.21
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,DRY,(CORN)",vegetarian,Cereals,1.2,79.6,8.8,364.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,COOKED W/H2O,WO/SALT,(CO",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY",vegetarian,Cereals,0.97,78.82,8.43,357.73
"CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP W/H2O",vegetarian,Cereals,0.19,15.06,1.61,68.39
"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",vegetarian,Cereals,5.73,73.29,8.39,378.29
"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,PREP W/H2O",vegetarian,Cereals,1.1,14.01,1.6,72.34
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,DRY",vegetarian,Cereals,1.65,77.35,9.85,363.65
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,PREP W/H2O",vegetarian,Cereals,0.32,14.78,1.88,69.52
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN HAM BITS,DRY",vegetarian,Cereals,1.86,75.26,9.95,357.58
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN HAM BITS,PREP W/H2O",vegetarian,Cereals,0.36,14.29,1.9,68
"CEREALS,CRM OF RICE,DRY,(RICE)",vegetarian,Cereals,0.5,82.4,6.3,359.3
"CEREALS,CRM OF RICE,COOKED W/H2O,WO/SALT,(RICE)",vegetarian,Cereals,0.1,11.4,0.9,50.1
"CEREALS,CRM OF WHEAT,REG,DRY,(WHEAT)",vegetarian,Cereals,1.5,76.5,10.5,361.5
"CEREALS,CRM OF WHEAT,REG,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,11,1.5,51.8
"CEREALS,CRM OF WHEAT,QUICK,DRY,(WHEAT)",vegetarian,Cereals,1.3,75,10.2,352.5
"CEREALS,CRM OF WHEAT,QUICK,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,11.2,1.5,52.6
"CEREALS,CRM OF WHEAT,INST,DRY,(WHEAT)",vegetarian,Cereals,1.4,75.5,10.6,357
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,13.1,1.8,61.4
"CEREALS,CRM OF WHEAT,MIX'N EAT,PLN,DRY,(WHEAT,CORN)",vegetarian,Cereals,1.2,75.6,9.7,352
"CEREALS,CRM OF WHEAT,MIX'N EAT,PLN,PREP W/H2O,(WHEAT,CORN)",vegetarian,Cereals,0.2,15.1,1.9,69.8
"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,DRY",vegetarian,Cereals,1.1,81.6,6.9,363.9
"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,PREP",vegetarian,Cereals,0.3,19.3,1.6,86.3
"CEREALS,FARINA,ENR,DRY,(WHEAT)",vegetarian,Cereals,0.5,78,10.6,358.9
"CEREALS,FARINA,ENR,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,MALTEX,DRY,(WHEAT)",vegetarian,Cereals,2.1,77.3,11.2,372.9
"CEREALS,MALTEX,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.4,15.9,2.3,76.4
"CEREALS,MALT-O-MEAL,PLN,DRY,(WHEAT,BARLEY)",vegetarian,Cereals,0.9,77.7,10.5,360.9
"CEREALS,MALT-O-MEAL,PLN&CHOC,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.1,10.7,1.5,49.7
"CEREALS,MAYPO,DRY,(OATS W/OTHER GRAINS)",vegetarian,Cereals,5.3,72,13.2,388.5
"CEREALS,MAYPO,COOKED W/H2O,WO/SALT,(OATS W/OTHER GRAINS)",vegetarian,Cereals,1,13.3,2.4,71.8
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,DRY,(OATS)",vegetarian,Cereals,6.3,67,16,388.7
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,COOKED W/H2O,WO/SALT,(OATS)",vegetarian,Cereals,1,10.8,2.6,62.6
"CEREALS,OATS,INST,FORT,PLN,DRY,(OATS)",vegetarian,Cereals,6.1,64,15.5,372.9
"CEREALS,OATS,INST,FORT,PLN,PREP W/H2O,(OATS)",vegetarian,Cereals,1,10.2,2.5,59.8
"CEREALS,QUAKER,OATMEAL,INST,W/APPLS&CINN,DRY",vegetarian,Cereals,4.18,76.97,9.4,383.1
"CEREALS,QUAKER,OATMEAL,INST,W/APPLS&CINN,PREP W/H2O",vegetarian,Cereals,0.95,17.55,2.14,87.31
"CEREALS,OATS,INST,FORT,W/BRAN&RAISINS,DRY,(OATS,WHEAT BRAN)",vegetarian,Cereals,4.4,71.5,11.4,371.2
"CEREALS,OATS,INST,FORT,W/BRAN&RAISINS,PREP W/H2O",vegetarian,Cereals,1,15.6,2.5,81.4
"CEREALS,OATS,INST,FORT,W/CINN&SPICE,DRY,(OATS)",vegetarian,Cereals,4.53,77.92,8.47,386.33
"CEREALS,OATS,INST,FORT,W/CINN&SPICE,PREP W/H2O,(OATS)",vegetarian,Cereals,1.2,21.8,3,110
"CEREALS,QUAKER,OATMEAL,INST,MAPLE&BROWN SUGAR,DRY",vegetarian,Cereals,4.31,76.08,10.12,383.59
"CEREALS,QUAKER,OATMEAL,INST,MAPLE&BROWN SUGAR,PREP W/H2O",vegetarian,Cereals,1.15,20.26,2.69,102.15
"CEREALS,OATS,INST,FORT,W/RAISINS&SPICE,DRY,(OATS)",vegetarian,Cereals,4.22,74.48,10.52,377.98
"CEREALS,OATS,INST,FORT,W/RAISINS&SPICE,PREP W/H2O,(OATS)",vegetarian,Cereals,1.1,20.2,2.7,101.5
"CEREALS,RALSTON,DRY,(WHEAT)",vegetarian,Cereals,2.1,72.1,14.1,363.7
"CEREALS,RALSTON,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.3,11.2,2.2,56.3
"CEREALS,ROMAN MEAL,PLN,DRY,(WHEAT W/OTHER GRAINS)",vegetarian,Cereals,2.2,72,14.4,365.4
"CEREALS,ROMAN MEAL,PLN,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.4,13.7,2.7,69.2
"CEREALS READY TO EAT,MALT-O-MEAL,MARSHMLLW MATEYS",vegetarian,Cereals,3.37,83.73,7.57,395.53
"CEREALS READY TO EAT,GENERAL MILLS,CINN GRAHAMS",vegetarian,Cereals,3.96,86.03,4.89,399.32
"CEREALS,WHEATENA,DRY,(WHEAT)",vegetarian,Cereals,2.9,75.6,13.1,380.9
"CEREALS,WHEATENA,COOKED W/H2O,(WHEAT)",vegetarian,Cereals,0.5,11.8,2,59.7
"CEREALS,WHL WHEAT HOT NAT CRL,DRY,(WHEAT)",vegetarian,Cereals,2,75.2,11.2,363.6
"CEREALS,WHL WHEAT HOT NAT CRL,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.4,13.7,2,66.4
"CEREALS READY TO EAT,QUAKER,QUAKER PUFFED WHEAT",vegetarian,Cereals,2.15,76.39,16.26,389.95
"CEREALS READY TO EAT,NUTRI-GRAIN,WHEAT,SEE NEW PRODUCT 08292",vegetarian,Cereals,1,84.6,8.7,382.2
"CEREALS READY TO EAT,40% BRAN FLAKES,RALSTON PURINA,(WHEAT BRAN)",vegetarian,Cereals,1.4,79.8,11.5,377.8
"CEREALS,ROMAN MEAL W/OATS,DRY,(WHEAT W/OTHER GRAINS)",vegetarian,Cereals,4,68.5,14.5,368
"CEREALS,ROMAN MEAL W/OATS,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.8,14.2,3,76
"CEREALS READY TO EAT,RICE,PUFFED,FORT,(RICE)",vegetarian,Cereals,0.5,89.8,6.3,388.9
"CEREALS READY TO EAT,WHEAT,PUFFED,FORT",vegetarian,Cereals,1.2,79.6,14.7,388
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,DRY,(CORN)",vegetarian,Cereals,1.2,79.6,8.8,364.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,DRY,(CORN)",vegetarian,Cereals,1.2,79.6,8.8,364.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,DRY,(CORN)",vegetarian,Cereals,1.2,79.6,8.8,364.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,COOKED W/H2O,W/SALT,(CORN)",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CRM OF RICE,COOKED W/H2O,W/SALT,(RICE)",vegetarian,Cereals,0.1,11.5,0.9,50.5
"CEREALS,CRM OF WHEAT,REG,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,11,1.5,51.8
"CEREALS,CRM OF WHEAT,QUICK,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,11.2,1.5,52.6
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,13.1,1.8,61.4
"CEREALS,FARINA,UNENR,DRY,(WHEAT)",vegetarian,Cereals,0.5,78,10.6,358.9
"CEREALS,FARINA,ENR,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,FARINA,UNENR,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,FARINA,UNENR,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,MALTEX,COOKED W/H2O,W/SALT (WHEAT)",vegetarian,Cereals,0.4,15.9,2.3,76.4
"CEREALS,MALT-O-MEAL,CHOC,DRY,(WHEAT,BARLEY)",vegetarian,Cereals,0.9,77.7,10.5,360.9
"CEREALS,MALT-O-MEAL,PLN&CHOC,COOKED W/H2O,W/SALT,(WHEAT,BARLEY)",vegetarian,Cereals,0.1,10.8,1.5,50.1
"CEREALS,MAYPO,COOKED W/H2O,W/SALT,(OATS W/OTHER GRAINS)",vegetarian,Cereals,1,13.3,2.4,71.8
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,COOKED W/H2O,W/SALT,(OATS)",vegetarian,Cereals,1,10.8,2.6,62.6
"CEREALS,ROMAN MEAL,PLN,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.4,13.7,2.7,69.2
"CEREALS,WHEATENA,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.5,11.8,2,59.7
"CEREALS,WHL WHEAT HOT NAT CRL,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.4,13.7,2,66.4
"CEREALS,ROMAN MEAL W/OATS,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.8,14.2,3,76
"CEREALS,RALSTON,COOKED W/H2O,W/SALT,(OATS)",vegetarian,Cereals,0.3,11.2,2.2,56.3
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S APPLE-CINNAMON RICE KRISPIES",vegetarian,Cereals,0.5,89,5.1,380.9
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/RAISINS",vegetarian,Cereals,5.9,80.3,8.4,407.9
"CEREALS READY TO EAT,GENERAL MILLS,OATMEAL CRISP W/APPLS",vegetarian,Cereals,3.34,84.02,7.88,397.66
"CEREALS READY TO EAT,GENERAL MILLS,REESE'S PNUT BUTTER PUFFS",vegetarian,Cereals,10.65,76.6,8.57,436.53
"CEREALS READY TO EAT,HEALTHY CHOIC,KELLOGG'S ALMOND CRUNCH W/RAISINS",vegetarian,Cereals,4.66,78.6,8.7,391.14
"CEREALS READY TO EAT,KELLOGG,POP-TARTS CRUNCH FRSTD STRAWBY",vegetarian,Cereals,2.7,89.2,4.5,399.1
"CEREALS READY TO EAT,HEALTHY CHOIC,KELLOGG'S TSTD BROWN SUGAR SQUARES",vegetarian,Cereals,1.9,81.8,9.5,382.3
"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,DRY",vegetarian,Cereals,2.58,73.44,11.3,362.18
"CEREALS READY TO EAT,GENERAL MILLS,OATMEAL CRISP W/ALMONDS",vegetarian,Cereals,8.36,76.28,10.58,422.68
"CEREALS READY TO EAT,GENERAL MILLS,SUN CRUNCHERS",vegetarian,Cereals,5.74,79.53,8.83,405.1
"CEREALS READY TO EAT,HEALTHY CHOIC FROM KELLOGG'S MULTI-GRAIN FLAKES",vegetarian,Cereals,1.2,84.1,8.5,381.2
"CEREALS READY TO EAT,KELLOGG,TEMPTATIONS,FRENCH VANILLA ALMOND",vegetarian,Cereals,5.5,82.4,7.1,407.5
"CEREALS READY TO EAT,KELLOGG,TEMPTATIONS,HONEY RSTD PECAN",vegetarian,Cereals,7.5,81.4,6,417.1
"CEREALS READY TO EAT,QUAKER,QUAKER OAT CINN LIFE",vegetarian,Cereals,3.47,80.8,8.71,389.27
"CEREALS READY TO EAT,QUAKER,HONEY GRAHAM OH!S",vegetarian,Cereals,7.07,84.24,5,420.59
"CEREALS READY TO EAT,QUAKER,SUN COUNTRY GRANOLA W/ALMONDS",vegetarian,Cereals,18.02,67.2,11.77,478.06
"CEREALS READY TO EAT,QUAKER,SUN COUNTRY GRANOLA,RAISIN&DATE",vegetarian,Cereals,13.63,72.2,9.74,450.43
"CEREALS READY TO EAT,QUAKER,QUAKER OATMEAL SQUARES",vegetarian,Cereals,4.62,77.35,12.99,402.94
"CEREALS READY TO EAT,QUAKER,QUAKER CINN OATMEAL SQUARES",vegetarian,Cereals,4.28,78.59,12.61,403.32
"CEREALS READY TO EAT,QUAKER,QUAKER OAT BRAN CRL",vegetarian,Cereals,5.17,72.62,14.98,396.93
"CEREALS READY TO EAT,QUAKER,QUAKER 100% NAT CRL W/OATS,HONEY,&RAISINS",vegetarian,Cereals,14.28,70.25,9.49,447.48
"CEREALS READY TO EAT,QUAKER,QUAKER TSTD OATMEAL CRL,HONEY NUT",vegetarian,Cereals,5.53,79.5,9.98,407.69
"CEREALS READY TO EAT,QK,LOFAT 100% NAT CRISPY WHOLEGRAIN W/RAISINS",vegetarian,Cereals,5.33,80.68,8.3,403.89
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY",vegetarian,Cereals,4.84,74.45,8.25,374.36
"CEREALS,QKR,OATMEAL,INST,POWR RANGRS FRUIT PUNCH FLAVOR,DRY",vegetarian,Cereals,5.12,76.53,8.87,387.68
"CEREALS,QUAKER,OATMEAL,INST,CINNAMAGIC,DRY",vegetarian,Cereals,4.89,73.98,9.45,377.73
"CEREALS,QUAKER,OATMEAL,INST,FRUIT&CRM VAR,DRY",vegetarian,Cereals,7.18,75.12,8.17,397.78
"CEREALS,QUAKER,OATMEAL,INST,FRUIT&CRM VAR,PREP W/H2O",vegetarian,Cereals,2.2,23.06,2.51,122.08
"CEREALS,QUAKER,OATMEAL,INST,RAISINS,DATES&WALNUTS,DRY",vegetarian,Cereals,5.5,73.69,8.87,379.74
"CEREALS,QUAKER,OATMEAL,INST,LO NA,DRY",vegetarian,Cereals,7.09,66.07,14.22,384.97
"CEREALS,QUAKER,FARINA,CREAMY WHEAT,ENR,DRY",vegetarian,Cereals,0.95,76.13,10.82,356.35
"CEREALS,QUAKER,OAT BRAN,QUAKER/MOTHER'S OAT BRAN,DRY",vegetarian,Cereals,7.97,62.94,17.03,391.61
"CEREALS,QUAKER,SCOTCH BARLEY,REG&QUICK,DRY",vegetarian,Cereals,2.24,76.38,10.74,368.64
"CEREALS,QKR,OATMEAL,INST,POWER RANGERS FRUIT,PREP W/H2O",vegetarian,Cereals,1.29,19.31,2.24,97.81
"CEREALS,QUAKER,OATMEAL,INST,LO NA,PREP W/H2O",vegetarian,Cereals,1.79,16.67,3.59,97.15
"CEREALS,QUAKER,OATMEAL,INST,RAISINS,DATES&WALNUTS,PREP W/H2O",vegetarian,Cereals,1.75,23.5,2.83,121.07
"CEREALS,QKR,OAT BRAN,PREP W/H2O,NO SALT",vegetarian,Cereals,0.95,7.49,2.03,46.63
"CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,NO SALT",vegetarian,Cereals,0.07,11.26,1.53,51.79
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,PREP W/H2O",vegetarian,Cereals,0.93,14.23,1.58,71.61
"CEREALS,OAT BRAN,QKR,QKR/MOTHER'S OAT BRAN,PREP W/H2O,SALT",vegetarian,Cereals,0.95,7.49,2.03,46.63
"CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,SALT",vegetarian,Cereals,0.07,11.24,1.53,51.71
"CEREALS READY TO EAT,KELLOGG,KELLOGG'S JUST RIGHT W/CRUNCHY NUGGETS",vegetarian,Cereals,2.7,83.7,7.7,389.9
"CEREALS READY TO EAT,GENERAL MILLS,HONEY NUT CLUSTERS",vegetarian,Cereals,6.33,78.9,9.9,412.17
"CEREALS READY TO EAT,GENERAL MILLS,FIBER ONE",vegetarian,Cereals,2.81,80.02,9.26,382.41
